ID,Date,Temperature(C),Humidity(%),WindSpeed(km/h),Rain(mm),TrafficVolume(vehicles/hour),NO2(µg/m3),SO2(µg/m3),CO(mg/m3),PM2.5(µg/m3),PM10(µg/m3),Season,Region,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI Value,AQI Category,Country,lat,lng
2666,2030-04-19,23.2,49.8,23.4,0.7,1724.0,50.8,21.5,1.2,53.3,96.4,Winter,Rural,144.8,71.5,47.9,30.7,13.6,144.8,Unhealthy for Sensitive Groups,Belgium,51.0,4.0
2667,2030-04-20,34.2,68.6,27.0,1.5,2764.911133603239,44.2,8.5,0.82,80.4,90.0,Fall,Urban,163.9,68.3,41.7,12.1,9.3,163.9,Unhealthy,Poland,52.2298,21.0118
2668,2030-04-21,23.8,68.1,17.7,3.6,2764.911133603239,37.5,12.3,0.96,71.5,62.0,Summer,Rural,159.3,54.5,35.4,17.6,10.9,159.3,Unhealthy,Bulgaria,42.5,23.0
2669,2030-04-22,32.8,48.4,10.0,2.7,3252.0,51.1,18.6,0.74,70.8,112.2,Summer,Urban,158.9,79.3,48.2,26.6,8.4,158.9,Unhealthy,France,48.8534,2.3488
2670,2030-04-23,33.1,67.3,12.3,2.0,2252.0,29.3,11.9,1.4,65.6,85.4,Winter,Rural,156.2,66.0,27.6,17.0,15.9,156.2,Unhealthy,Netherlands,53.1,5.5
2671,2030-04-24,26.5,75.3,16.4,1.6,4942.0,31.8,15.5,1.05,57.2,94.6,Winter,Rural,151.9,70.6,30.0,22.1,11.9,151.9,Unhealthy,Poland,52.0,20.5
2672,2030-04-25,32.9,79.0,17.3,6.5,3502.0,20.7,11.4,0.8,49.3,95.6,Spring,Urban,135.0,71.1,19.5,16.3,9.1,135.0,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
2673,2030-04-26,31.3,88.7,18.5,1.7,3716.0,47.7,9.6,0.65,67.8,99.7,Winter,Urban,157.4,73.1,45.0,13.7,7.4,157.4,Unhealthy,Portugal,38.7167,-9.1399
2674,2030-04-27,27.3,51.0,17.3,0.2,3859.0,31.9,10.5,0.62,66.3,102.9,Spring,Urban,156.6,74.7,30.1,15.0,7.0,156.6,Unhealthy,Spain,40.4165,-3.7026
2675,2030-04-28,25.0,88.2,15.0,1.7,4442.0,40.2,19.8,1.54,68.5,73.9,Fall,Rural,157.7,60.4,37.9,28.3,17.5,157.7,Unhealthy,Spain,37.5,-4.5
2676,2030-04-29,20.2,56.5,11.8,1.6,3796.0,50.0,15.1,0.95,36.5,106.2,Winter,Urban,103.5,76.3,47.2,21.6,10.8,103.5,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
2677,2030-04-30,31.7,54.1,17.0,0.9,4809.0,53.7,21.4,0.88,65.1,93.1,Fall,Urban,156.0,69.9,,30.6,10.0,156.0,Unhealthy,Czech Republic,50.088,14.4208
2678,2030-05-01,22.2,63.3,24.3,1.8,4514.0,39.7,17.6,0.94,55.4,121.7,Fall,Urban,150.0,84.0,37.5,25.1,10.7,150.0,Unhealthy for Sensitive Groups,Germany,52.52,13.405
2679,2030-05-02,30.5,54.2,20.1,0.5,1399.0,43.8,23.0,0.81,46.8,116.3,Spring,Urban,128.8,81.3,41.3,32.9,9.2,128.8,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
2680,2030-05-03,28.7,64.0,15.04141700404858,2.7,1689.0,31.0,19.1,0.97,70.9,126.5,Summer,Urban,159.0,86.4,29.2,27.3,11.0,159.0,Unhealthy,Serbia,44.804,20.4651
2681,2030-05-04,33.4,46.8,20.1,2.6,1152.0,56.8,18.8,1.01,62.7,81.2,Spring,Urban,154.7,64.0,54.0,26.9,11.5,154.7,Unhealthy,Spain,40.4165,-3.7026
2682,2030-05-05,28.5,57.6,13.1,1.9,1482.0,38.3,14.4,1.0,95.3,125.7,Spring,Rural,171.6,86.0,36.1,20.6,11.4,171.6,Unhealthy,Portugal,38.5,-8.0
2683,2030-05-06,28.4,72.9,12.5,0.8,1075.0,40.8,30.0,0.62,67.3,101.9,Fall,Urban,157.1,74.2,38.5,42.9,7.0,157.1,Unhealthy,Poland,52.2298,21.0118
2684,2030-05-07,33.7,59.4,15.04141700404858,4.0,832.0,35.9,15.6,1.27,55.5,113.8,Summer,Urban,151.0,80.1,33.9,22.3,14.4,151.0,Unhealthy,Spain,40.4165,-3.7026
2685,2030-05-08,31.7,61.4,14.4,5.5,4807.0,52.0,5.1,0.83,58.4,113.5,Winter,Urban,152.5,80.0,49.1,7.3,9.4,152.5,Unhealthy,Poland,52.2298,21.0118
2686,2030-05-09,31.6,64.8,12.9,1.3,788.0,42.0,16.3,0.8,42.4,109.2,Winter,Urban,118.0,77.8,39.6,23.3,9.1,118.0,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
2687,2030-05-10,32.3,71.7,21.0,4.8,2713.0,47.6,10.1,0.79,78.5,78.2,Fall,Rural,162.9,62.5,44.9,14.4,9.0,162.9,Unhealthy,Germany,48.8,11.5
2688,2030-05-11,22.3,43.4,12.6,1.4,2673.0,43.5,20.1,0.68,64.7,119.1,Spring,Urban,155.8,82.7,41.0,28.7,7.7,155.8,Unhealthy,Bulgaria,42.6975,23.3242
2689,2030-05-12,33.8,65.8,11.0,0.1,4333.0,37.8,18.6,1.08,65.0,107.0,Winter,Rural,155.9,76.7,35.7,26.6,12.3,155.9,Unhealthy,Hungary,47.2,18.8
2690,2030-05-13,33.1,57.3,24.7,5.5,1555.0,49.3,14.0,1.27,44.0,70.5,Spring,Rural,121.9,58.7,46.5,20.0,14.4,121.9,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
2691,2030-05-14,24.9,61.7,12.7,3.0,4869.0,43.5,10.6,0.78,71.7,90.3,Summer,Urban,159.4,68.5,41.0,15.1,8.9,159.4,Unhealthy,Sweden,59.3293,18.0686
2692,2030-05-15,28.8,70.6,15.8,2.0,2764.911133603239,30.4,15.7,0.45,46.0,75.7,Winter,Urban,126.9,61.2,28.7,22.4,5.1,126.9,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
2693,2030-05-16,29.8,48.1,17.3,3.4,4095.0,30.1,11.8,0.69,51.7,71.5,Winter,Rural,140.9,59.2,28.4,16.9,7.8,140.9,Unhealthy for Sensitive Groups,Denmark,55.5,12.0
2694,2030-05-17,29.3,49.9,9.3,2.5,4327.0,41.5,18.9,0.87,61.9,117.1,Winter,Urban,154.3,81.7,39.2,27.0,9.9,154.3,Unhealthy,Portugal,38.7167,-9.1399
2695,2030-05-18,31.7,40.6,21.2,1.9,3162.0,49.1,17.8,0.63,51.3,70.4,Fall,Urban,139.9,58.6,46.3,25.4,7.2,139.9,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
2696,2030-05-19,37.2,54.5,18.2,0.7,2823.0,56.4,29.7,0.82,48.1,73.6,Summer,Rural,132.0,60.2,53.6,42.4,9.3,132.0,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
2697,2030-05-20,35.4,73.3,22.8,1.5,2382.0,22.2,12.8,0.83,59.2,139.6,Spring,Urban,152.9,92.9,20.9,18.3,9.4,152.9,Unhealthy,Germany,52.52,13.405
2698,2030-05-21,23.4,58.8,11.6,3.2,3563.0,40.3,13.5,1.0,75.2,91.0,Spring,Rural,161.2,68.8,38.0,19.3,11.4,161.2,Unhealthy,Netherlands,53.1,5.5
2699,2030-05-22,33.1,46.6,15.5,1.8,1653.0,44.9,14.2,0.56,73.4,113.2,Summer,Urban,160.2,79.8,42.4,20.3,6.4,160.2,Unhealthy,Serbia,44.804,20.4651
2700,2030-05-23,36.6,55.1,15.2,3.8,3870.0,43.0,14.4,1.17,70.6,122.5,Spring,Rural,158.8,84.4,40.6,20.6,13.3,158.8,Unhealthy,Hungary,47.2,18.8
2701,2030-05-24,31.9,45.1,16.3,2.8,596.0,50.1,20.1,1.5,67.3,115.5,Fall,Urban,157.1,80.9,47.3,28.7,17.0,157.1,Unhealthy,North Macedonia,41.9965,21.4314
2702,2030-05-25,35.5,48.7,7.7,0.2,776.0,46.6,13.6,1.43,52.9,103.0,Spring,Urban,143.8,74.8,44.0,19.4,16.2,143.8,Unhealthy for Sensitive Groups,Portugal,38.7167,-9.1399
2703,2030-05-26,40.1,63.9,15.6,0.6,3347.0,30.1,24.9,0.82,76.8,99.3,Fall,Rural,162.0,72.9,28.4,35.6,9.3,162.0,Unhealthy,Belgium,51.0,4.0
2704,2030-05-27,35.1,48.3,7.9,1.7,831.0,29.9,17.9,1.2,34.0,110.8,Fall,Urban,97.1,78.6,28.2,25.6,13.6,97.1,Moderate,France,48.8534,2.3488
2705,2030-05-28,31.2,71.1,16.8,1.0,2752.0,43.1,12.6,1.17,66.5,95.5,Summer,Urban,156.7,71.0,40.7,18.0,13.3,156.7,Unhealthy,Romania,44.4323,26.1063
2706,2030-05-29,35.2,59.3,4.4,2.7,4698.0,49.9,11.3,0.99,72.6,113.9,Fall,Urban,159.8,80.2,47.1,16.1,11.2,159.8,Unhealthy,Germany,52.52,13.405
2707,2030-05-30,30.7,60.9,5.7,0.6,3551.0,41.4,20.2,1.05,58.6,94.8,Winter,Urban,152.6,70.7,39.1,28.9,11.9,152.6,Unhealthy,Netherlands,52.374,4.8897
2708,2030-05-31,30.1,57.2,19.1,0.8,4196.0,24.2,15.1,1.2,49.2,97.1,Fall,Urban,134.7,71.8,22.8,21.6,13.6,134.7,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2709,2030-06-01,28.2,67.7,12.3,4.1,2907.0,29.5,15.0,1.27,59.4,137.6,Spring,Rural,153.0,91.9,27.8,21.4,14.4,153.0,Unhealthy,Romania,46.5,24.5
2710,2030-06-02,37.8,67.8,10.1,2.3,3702.0,46.9,12.0,0.76,48.6,90.4,Summer,Urban,133.3,68.5,44.2,17.1,8.6,133.3,Unhealthy for Sensitive Groups,France,48.8534,2.3488
2711,2030-06-03,25.9,63.4,21.4,0.6,2586.0,36.5,14.7,1.22,67.7,100.4,Spring,Urban,157.3,73.5,34.4,21.0,13.9,157.3,Unhealthy,Germany,52.52,13.405
2712,2030-06-04,37.7,65.6,16.6,2.0,806.0,41.2,11.8,1.5,74.2,108.6,Winter,Urban,160.7,77.5,38.9,16.9,17.0,160.7,Unhealthy,Netherlands,52.374,4.8897
2713,2030-06-05,32.5,57.9,19.4,4.8,1383.0,50.7,21.8,1.26,66.7,109.9,Fall,Urban,156.8,78.2,47.8,31.1,14.3,156.8,Unhealthy,Hungary,47.4984,19.0408
2714,2030-06-06,23.0,65.4,14.2,2.6,4789.0,28.0,18.6,1.46,65.8,105.9,Winter,Urban,156.3,76.2,26.4,26.6,16.6,156.3,Unhealthy,Germany,52.52,13.405
2715,2030-06-07,31.8,56.6,28.4,3.2,4089.0,35.9,14.1,0.22,71.4,75.0,Fall,Urban,159.2,60.9,33.9,20.1,2.5,159.2,Unhealthy,Hungary,47.4984,19.0408
2716,2030-06-08,19.5,60.0,12.0,0.5,4141.0,34.8,14.1,1.18,73.1,103.2,Winter,Rural,160.1,74.9,32.8,20.1,13.4,160.1,Unhealthy,North Macedonia,41.8,21.2
2717,2030-06-09,33.1,57.3,23.7,4.1,4844.0,43.6,15.5,1.08,48.3,104.9,Winter,Urban,132.5,75.7,41.1,22.1,12.3,132.5,Unhealthy for Sensitive Groups,Belgium,50.8505,4.3488
2718,2030-06-10,34.4,55.4,14.7,6.6,2662.0,47.7,15.0,1.31,36.9,122.8,Winter,Urban,104.4,84.6,45.0,21.4,14.9,104.4,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2719,2030-06-11,27.0,53.1,6.7,0.4,3647.0,25.2,10.2,0.66,64.2,114.8,Winter,Rural,155.5,80.6,23.8,14.6,7.5,155.5,Unhealthy,Germany,48.8,11.5
2720,2030-06-12,30.6,64.7,17.4,0.4,3283.0,39.9,5.5,0.85,73.9,124.1,Winter,Rural,160.5,85.2,37.6,7.9,9.7,160.5,Unhealthy,France,49.2,0.5
2721,2030-06-13,39.8,73.1,16.6,2.4,3641.0,48.7,11.0,1.27,36.3,79.9,Winter,Urban,103.0,63.3,45.9,15.7,14.4,103.0,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
2722,2030-06-14,27.5,71.7,9.7,3.8,654.0,21.5,14.4,0.68,61.0,80.1,Fall,Rural,153.8,63.4,20.3,20.6,7.7,153.8,Unhealthy,Bulgaria,42.5,23.0
2723,2030-06-15,24.7,47.4,15.04141700404858,1.8,4130.0,39.4,11.3,1.07,76.9,106.6,Spring,Urban,162.0,76.5,37.2,16.1,12.2,162.0,Unhealthy,Hungary,47.4984,19.0408
2724,2030-06-16,37.4,72.9,14.9,0.1,960.0,27.8,19.1,0.99,58.3,122.7,Summer,Urban,152.4,84.5,26.2,27.3,11.2,152.4,Unhealthy,Finland,60.1695,24.9355
2725,2030-06-17,39.8,56.8,16.7,1.8,1896.0,33.6,13.9,0.94,82.8,96.0,Summer,Urban,165.1,71.3,31.7,19.9,10.7,165.1,Unhealthy,Poland,52.2298,21.0118
2726,2030-06-18,30.0,66.0,2.6,3.2,1290.0,14.9,24.4,1.17,80.0,85.2,Spring,Urban,163.7,65.9,14.1,34.9,13.3,163.7,Unhealthy,Romania,44.4323,26.1063
2727,2030-06-19,35.1,50.9,20.3,1.2,4209.0,53.9,12.2,0.67,57.3,68.0,Fall,Rural,151.9,57.4,,17.4,7.6,151.9,Unhealthy,Austria,47.5,11.5
2728,2030-06-20,36.7,61.4,12.5,3.2,2367.0,36.4,15.7,0.77,54.5,107.3,Fall,Urban,147.8,76.9,34.3,22.4,8.8,147.8,Unhealthy for Sensitive Groups,North Macedonia,41.9965,21.4314
2729,2030-06-21,26.3,63.1,8.3,4.3,2188.0,31.9,13.6,0.96,54.8,97.7,Summer,Urban,148.5,72.1,30.1,19.4,10.9,148.5,Unhealthy for Sensitive Groups,Romania,44.4323,26.1063
2730,2030-06-22,27.6,45.2,19.7,2.5,1076.0,43.3,17.2,0.64,62.0,91.3,Summer,Rural,154.4,69.0,40.8,24.6,7.3,154.4,Unhealthy,Bosnia and Herzegovina,44.0,17.9
2731,2030-06-23,36.2,66.1,14.9,1.9,4264.0,29.6,20.3,1.37,42.4,118.1,Winter,Rural,118.0,82.2,27.9,29.0,15.6,118.0,Unhealthy for Sensitive Groups,Belgium,51.0,4.0
2732,2030-06-24,38.4,73.5,21.1,3.7,3043.0,28.6,18.0,0.76,39.6,98.3,Spring,Rural,111.1,72.4,27.0,25.7,8.6,111.1,Unhealthy for Sensitive Groups,Serbia,44.5,20.2
2733,2030-06-25,32.8,58.3,15.04141700404858,0.3,861.0,55.1,4.8,1.24,25.9,100.0,Winter,Urban,80.0,73.3,52.2,6.9,14.1,80.0,Moderate,Hungary,47.4984,19.0408
2734,2030-06-26,25.6,73.6,15.0,0.1,956.0,58.1,17.5,0.74,59.7,118.0,Winter,Rural,153.2,82.2,55.4,25.0,8.4,153.2,Unhealthy,Sweden,60.0,17.0
2735,2030-06-27,39.9,58.1,14.2,1.5,3749.0,34.1,9.9,1.21,90.6,143.8,Winter,Rural,169.1,95.0,32.2,14.1,13.8,169.1,Unhealthy,Finland,61.0,24.0
2736,2030-06-28,27.3,68.5,17.4,1.0,4724.0,50.7,13.5,0.52,30.1,91.1,Spring,Urban,88.9,68.9,47.8,19.3,5.9,88.9,Moderate,Hungary,47.4984,19.0408
2737,2030-06-29,28.3,37.8,12.9,0.4,4061.0,43.6,18.4,1.42,57.2,82.5,Spring,Urban,151.9,64.6,41.1,26.3,16.1,151.9,Unhealthy,Bosnia and Herzegovina,43.8486,18.3564
2738,2030-06-30,31.7,84.2,10.7,5.7,3610.0,25.9,9.4,1.34,56.8,80.2,Spring,Rural,151.7,63.5,24.4,13.4,15.2,151.7,Unhealthy,Czech Republic,49.8,14.2
2739,2030-07-01,37.8,75.0,18.0,6.3,4029.0,30.7,20.8,0.83,57.7,109.5,Winter,Urban,152.1,78.0,29.0,29.7,9.4,152.1,Unhealthy,France,48.8534,2.3488
2740,2030-07-02,34.3,57.2,14.3,1.3,849.0,55.5,13.2,0.75,78.9,78.2,Fall,Urban,163.1,62.5,52.6,18.9,8.5,163.1,Unhealthy,Finland,60.1695,24.9355
2741,2030-07-03,32.1,40.3,15.2,2.2,3192.0,25.7,25.9,1.14,46.7,92.5,Spring,Urban,128.6,69.6,24.2,37.0,13.0,128.6,Unhealthy for Sensitive Groups,Netherlands,52.374,4.8897
2742,2030-07-04,32.3,62.9,20.4,1.6,4583.0,62.8,15.3,0.54,30.8,94.3,Winter,Rural,90.3,70.5,60.4,21.9,6.1,90.3,Moderate,Sweden,60.0,17.0
2743,2030-07-05,30.2,45.6,14.4,4.2,608.0,34.3,23.5,1.01,52.0,131.1,Fall,Rural,141.6,88.7,32.4,33.6,11.5,141.6,Unhealthy for Sensitive Groups,Portugal,38.5,-8.0
2744,2030-07-06,32.8,64.4,15.1,4.6,1731.0,55.8,21.0,0.76,50.0,123.9,Summer,Rural,136.7,85.1,52.9,30.0,8.6,136.7,Unhealthy for Sensitive Groups,Finland,61.0,24.0
2745,2030-07-07,17.4,64.1,12.0,1.6,1076.0,36.9,11.9,0.92,26.5,69.3,Winter,Rural,81.3,58.1,34.8,17.0,10.5,81.3,Moderate,Italy,41.6,12.3
2746,2030-07-08,28.5,50.6,17.2,3.0,740.0,48.0,8.5,0.81,63.7,131.7,Summer,Urban,155.2,89.0,45.3,12.1,9.2,155.2,Unhealthy,Romania,44.4323,26.1063
2747,2030-07-09,31.2,71.2,16.7,0.6,3138.0,54.0,15.6,0.76,42.2,75.7,Summer,Urban,117.5,61.2,51.0,22.3,8.6,117.5,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,43.8486,18.3564
2748,2030-07-10,24.2,68.1,15.04141700404858,5.5,2541.0,53.9,12.1,1.51,58.8,103.2,Spring,Urban,152.7,74.9,,17.3,17.2,152.7,Unhealthy,Netherlands,52.374,4.8897
2749,2030-07-11,31.9,69.8,12.1,2.9,870.0,34.2,22.9,1.23,54.6,83.3,Winter,Urban,148.0,65.0,32.3,32.7,14.0,148.0,Unhealthy for Sensitive Groups,Spain,40.4165,-3.7026
2750,2030-07-12,29.0,60.1,12.7,0.4,2652.0,31.4,13.8,0.56,43.9,92.2,Spring,Urban,121.7,69.4,29.6,19.7,6.4,121.7,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
2751,2030-07-13,38.8,45.8,19.0,1.5,597.0,39.2,13.5,0.74,73.4,80.4,Fall,Rural,160.2,63.6,37.0,19.3,8.4,160.2,Unhealthy,North Macedonia,41.8,21.2
2752,2030-07-14,37.9,69.8,16.3,1.4,4691.0,27.0,8.0,1.26,55.8,133.5,Spring,Urban,151.2,89.9,25.5,11.4,14.3,151.2,Unhealthy,Serbia,44.804,20.4651
2753,2030-07-15,27.7,57.3,10.5,3.1,2448.0,42.4,17.1,1.29,60.8,97.2,Summer,Rural,153.7,71.9,40.0,24.4,14.7,153.7,Unhealthy,Spain,37.5,-4.5
2754,2030-07-16,29.2,46.1,21.5,4.1,1995.0,31.8,9.1,0.58,68.8,104.5,Summer,Rural,157.9,75.5,30.0,13.0,6.6,157.9,Unhealthy,Sweden,60.0,17.0
2755,2030-07-17,29.6,73.5,15.04141700404858,0.3,2593.0,50.8,17.2,1.21,64.3,78.6,Winter,Urban,155.5,62.7,47.9,24.6,13.8,155.5,Unhealthy,Hungary,47.4984,19.0408
2756,2030-07-18,27.7,81.0,18.9,5.7,3437.0,34.3,17.9,1.08,62.2,71.7,Fall,Urban,154.5,59.3,32.4,25.6,12.3,154.5,Unhealthy,Sweden,59.3293,18.0686
2757,2030-07-19,31.0,59.6,8.7,5.2,2578.0,22.6,11.3,0.42,47.6,91.1,Summer,Urban,130.8,68.9,21.3,16.1,4.8,130.8,Unhealthy for Sensitive Groups,Italy,41.8919,12.5113
2758,2030-07-20,26.2,81.6,24.4,0.2,2955.0,54.0,19.8,0.88,43.3,110.4,Winter,Rural,120.2,78.4,51.0,28.3,10.0,120.2,Unhealthy for Sensitive Groups,Serbia,44.5,20.2
2759,2030-07-21,24.3,60.9,7.3,2.1,3946.0,41.8,13.6,0.96,62.4,97.6,Winter,Urban,154.6,72.1,39.4,19.4,10.9,154.6,Unhealthy,France,48.8534,2.3488
2760,2030-07-22,33.1,56.2,20.8,5.4,1905.0,40.3,7.6,1.01,45.6,119.5,Spring,Rural,125.9,82.9,38.0,10.9,11.5,125.9,Unhealthy for Sensitive Groups,Czech Republic,49.8,14.2
2761,2030-07-23,33.1,53.7,14.6,4.5,3191.0,50.9,22.7,0.6,71.9,102.5,Summer,Rural,159.5,74.5,48.0,32.4,6.8,159.5,Unhealthy,United Kingdom,54.0,-1.5
2762,2030-07-24,26.0,76.4,13.2,1.3,3245.0,48.7,10.4,0.77,58.1,100.1,Spring,Urban,152.3,73.3,45.9,14.9,8.8,152.3,Unhealthy,United Kingdom,51.5074,-0.1278
2763,2030-07-25,34.5,52.2,15.04141700404858,3.6,1472.0,32.4,17.5,0.81,69.7,110.7,Summer,Rural,158.3,78.6,30.6,25.0,9.2,158.3,Unhealthy,Portugal,38.5,-8.0
2764,2030-07-26,26.8,67.4,18.2,8.0,3248.0,35.5,17.1,0.84,45.2,102.0,Summer,Rural,124.9,74.3,33.5,24.4,9.5,124.9,Unhealthy for Sensitive Groups,Finland,61.0,24.0
2765,2030-07-27,31.3,54.4,10.5,2.2,2012.0,28.9,16.9,0.84,42.9,118.9,Fall,Urban,119.2,82.6,27.3,24.1,9.5,119.2,Unhealthy for Sensitive Groups,Germany,52.52,13.405
2766,2030-07-28,34.1,55.4,10.9,0.7,3423.0,25.4,16.9,0.96,85.2,111.1,Spring,Urban,166.3,78.8,24.0,24.1,10.9,166.3,Unhealthy,Serbia,44.804,20.4651
2767,2030-07-29,29.8,70.3,18.2,2.3,1308.0,45.8,10.1,1.09,57.8,118.2,Winter,Rural,152.2,82.3,43.2,14.4,12.4,152.2,Unhealthy,Portugal,38.5,-8.0
2768,2030-07-30,32.3,56.2,6.5,2.5,4730.0,43.9,23.5,1.53,73.7,114.3,Spring,Rural,160.4,80.4,41.4,33.6,17.4,160.4,Unhealthy,Romania,46.5,24.5
2769,2030-07-31,27.4,56.0,12.1,1.0,827.0,47.6,19.8,1.26,38.8,127.2,Fall,Urban,109.1,86.7,44.9,28.3,14.3,109.1,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
2770,2030-08-01,29.0,71.3,30.2,2.9,4794.0,52.8,17.4,1.4,55.8,116.6,Summer,Urban,151.2,81.5,49.8,24.9,15.9,151.2,Unhealthy,Finland,60.1695,24.9355
2771,2030-08-02,29.0,76.0,10.2,0.5,1182.0,47.7,8.3,0.86,79.5,135.0,Spring,Urban,163.4,90.6,45.0,11.9,9.8,163.4,Unhealthy,Sweden,59.3293,18.0686
2772,2030-08-03,26.3,66.4,20.7,0.7,3831.0,48.6,10.1,0.7,36.5,89.2,Spring,Urban,103.5,67.9,45.8,14.4,8.0,103.5,Unhealthy for Sensitive Groups,Sweden,59.3293,18.0686
2773,2030-08-04,29.1,53.5,12.1,3.5,623.0,19.2,18.3,1.24,94.1,116.7,Fall,Urban,170.9,81.5,18.1,26.1,14.1,170.9,Unhealthy,Serbia,44.804,20.4651
2774,2030-08-05,22.3,54.9,17.5,1.5,1253.0,36.9,5.0,1.0,63.0,72.4,Summer,Rural,154.9,59.6,34.8,7.1,11.4,154.9,Unhealthy,Serbia,44.5,20.2
2775,2030-08-06,27.5,60.8,15.04141700404858,3.8,2106.0,49.6,16.7,1.22,47.7,118.9,Summer,Rural,131.0,82.6,46.8,23.9,13.9,131.0,Unhealthy for Sensitive Groups,Spain,37.5,-4.5
2776,2030-08-07,28.6,63.2,20.6,2.0,4078.0,28.3,8.3,0.74,65.3,101.1,Winter,Rural,156.1,73.8,26.7,11.9,8.4,156.1,Unhealthy,Portugal,38.5,-8.0
2777,2030-08-08,28.7,50.1,14.0,1.5,1968.0,40.9,10.7,1.19,76.6,118.7,Summer,Urban,161.9,82.5,38.6,15.3,13.5,161.9,Unhealthy,United Kingdom,51.5074,-0.1278
2778,2030-08-09,28.8,67.2,24.9,1.0,3345.0,45.2,7.9,0.95,47.6,133.6,Summer,Rural,130.8,89.9,42.6,11.3,10.8,130.8,Unhealthy for Sensitive Groups,Bosnia and Herzegovina,44.0,17.9
2779,2030-08-10,29.7,60.9,12.1,2.6,3438.0,44.4,16.2,0.86,49.8,116.0,Summer,Urban,136.2,81.2,41.9,23.1,9.8,136.2,Unhealthy for Sensitive Groups,Austria,48.2085,16.3721
2780,2030-08-11,32.4,42.8,16.2,4.7,2426.0,43.7,20.6,0.89,63.7,91.7,Summer,Urban,155.2,69.2,41.2,29.4,10.1,155.2,Unhealthy,Italy,41.8919,12.5113
2781,2030-08-12,34.4,50.7,16.2,2.1,2927.0,46.0,16.7,1.15,66.9,78.2,Summer,Urban,156.9,62.5,43.4,23.9,13.1,156.9,Unhealthy,North Macedonia,41.9965,21.4314
2782,2030-08-13,26.8,55.0,9.4,1.5,664.0,41.8,17.3,1.23,57.0,110.7,Winter,Rural,151.8,78.6,39.4,24.7,14.0,151.8,Unhealthy,Bosnia and Herzegovina,44.0,17.9
2783,2030-08-14,24.0,59.3,13.6,3.2,2009.0,25.4,15.8,0.89,66.0,94.3,Summer,Rural,156.4,70.5,24.0,22.6,10.1,156.4,Unhealthy,Finland,61.0,24.0
2784,2030-08-15,24.8,78.9,15.8,0.3,4592.0,45.1,18.4,1.1,72.8,113.3,Spring,Urban,159.9,79.9,42.5,26.3,12.5,159.9,Unhealthy,Czech Republic,50.088,14.4208
2785,2030-08-16,27.6,62.4,12.8,2.3,3310.0,42.8,17.3,1.1,62.6,89.9,Spring,Rural,154.7,68.3,40.4,24.7,12.5,154.7,Unhealthy,Poland,52.0,20.5
2786,2030-08-17,28.2,51.6,27.2,0.4,1700.0,25.5,1.4,1.22,49.6,81.4,Summer,Urban,135.7,64.1,24.1,2.0,13.9,135.7,Unhealthy for Sensitive Groups,Hungary,47.4984,19.0408
2787,2030-08-18,26.2,62.2,10.8,2.2,3781.0,53.8,19.5,1.3,59.7,95.2,Spring,Urban,153.2,70.9,,27.9,14.8,153.2,Unhealthy,Bulgaria,42.6975,23.3242
2788,2030-08-19,23.5,56.5,15.04141700404858,1.7,1118.0,45.3,19.0,1.54,86.3,110.0,Winter,Urban,166.9,78.2,42.7,27.1,17.5,166.9,Unhealthy,United Kingdom,51.5074,-0.1278
2789,2030-08-20,27.7,63.2,19.3,0.4,3212.0,26.2,13.2,0.86,65.0,102.4,Spring,Rural,155.9,74.5,24.7,18.9,9.8,155.9,Unhealthy,Sweden,60.0,17.0
2790,2030-08-21,30.9,65.8,14.9,2.3,4223.0,31.8,5.1,1.44,78.6,83.7,Winter,Urban,162.9,65.2,30.0,7.3,16.4,162.9,Unhealthy,North Macedonia,41.9965,21.4314
2791,2030-08-22,33.0,72.1,10.7,2.3,2186.0,34.4,16.2,1.04,52.3,136.0,Winter,Rural,142.4,91.1,32.5,23.1,11.8,142.4,Unhealthy for Sensitive Groups,Romania,46.5,24.5
2792,2030-08-23,27.2,59.8,11.2,4.4,2106.0,34.4,16.6,0.67,63.9,97.2,Fall,Rural,155.3,71.9,32.5,23.7,7.6,155.3,Unhealthy,Portugal,38.5,-8.0
2793,2030-08-24,27.9,76.4,12.4,1.2,4432.0,42.9,12.8,0.8,71.9,54.8,Spring,Urban,159.5,,40.5,18.3,9.1,159.5,Unhealthy,Hungary,47.4984,19.0408
2794,2030-08-25,25.4,69.1,6.1,1.8,2764.911133603239,30.2,15.9,1.14,82.5,118.6,Spring,Rural,164.9,82.5,28.5,22.7,13.0,164.9,Unhealthy,Sweden,60.0,17.0
